From,To,Strength
nm0000285,nm0001518,1
nm0000285,nm1113550,1
nm0000285,nm0001667,1
nm0000285,nm1223023,1
nm0000285,nm0005251,1
nm0000285,nm0000156,1
nm0000285,nm0001435,1
nm0000285,nm0001556,1
nm0000285,nm0176981,1
nm0000285,nm0000983,1
nm0000285,nm0000193,1
nm0000285,nm7567556,1
nm0000285,nm1063878,1
nm0000285,nm1020089,1
nm0000285,nm0279545,1
nm0000285,nm1024677,1
nm0000285,nm1769728,1
nm0000285,nm1080139,1
nm0000285,nm0728663,1
nm0000285,nm0453994,1
nm0000285,nm0001301,1
nm0000285,nm0781238,1
nm0451148,nm0611552,2
nm0451148,nm0827170,1
nm0451148,nm0066362,1
nm0451148,nm0004626,2
nm0451148,nm0695177,1
nm0451148,nm1675786,1
nm0451148,nm1413459,1
nm0451148,nm0430817,2
nm0451148,nm1224082,1
nm0451148,nm0004569,1
nm0451148,nm0045393,1
nm0451148,nm0007102,1
nm0451148,nm0004418,2
nm0451148,nm0438501,1
nm0451148,nm0159167,1
nm0451148,nm1229940,2
nm0451148,nm1821791,1
nm0451148,nm1421465,1
nm0451148,nm0534856,1
nm0451148,nm2318317,1
nm0451148,nm1577858,1
nm0451148,nm2594301,1
nm0451148,nm2540053,1
nm0451148,nm3222518,1
nm0451148,nm1596350,1
nm0451148,nm14022176,1
nm0451148,nm10740388,1
nm0451148,nm2016476,1
nm0451148,nm0760778,1
nm0451148,nm7621667,1
nm0451148,nm13570739,1
nm0451148,nm5711339,1
nm0451148,nm3087728,1
nm0451148,nm1587175,1
nm0451148,nm2366974,1
nm0451148,nm2799219,1
nm0451148,nm3070408,1
nm0451148,nm5675978,1
nm0451148,nm3967480,1
nm0451148,nm3975117,1
nm0451148,nm0654197,1
nm0451148,nm7621668,1
nm0611552,nm0827170,1
nm0611552,nm0066362,1
nm0611552,nm0004626,1
nm0611552,nm1617909,1
nm0611552,nm1754159,1
nm0611552,nm0787462,1
nm0611552,nm1372788,1
nm0611552,nm0004569,1
nm0611552,nm0045393,2
nm0611552,nm1799038,1
nm0611552,nm0004418,1
nm0611552,nm0438501,1
nm0611552,nm1234298,1
nm0611552,nm1185265,1
nm0611552,nm0451321,3
nm0611552,nm0451600,2
nm0611552,nm0393535,1
nm0611552,nm0412917,1
nm0611552,nm1633541,1
nm0611552,nm2128238,1
nm0611552,nm0846681,1
nm0611552,nm1968395,1
nm0611552,nm2460840,1
nm0611552,nm1577858,1
nm0611552,nm0080149,1
nm0611552,nm1596350,2
nm0611552,nm2347196,1
nm0611552,nm6845061,1
nm0611552,nm8237564,1
nm0611552,nm10806242,1
nm0611552,nm4482922,1
nm0611552,nm1702868,2
nm0611552,nm1335387,1
nm0611552,nm1263050,1
nm0611552,nm3008537,1
nm0611552,nm8565406,1
nm0611552,nm8277952,1
nm0611552,nm4669841,1
nm0611552,nm3941445,1
nm0611552,nm10733661,1
nm0611552,nm1901722,1
nm0611552,nm2161624,1
nm0611552,nm4449367,1
nm0611552,nm4173131,1
nm0611552,nm4252343,1
nm0827170,nm0066362,1
nm0827170,nm0001722,1
nm0827170,nm0665235,1
nm0827170,nm0000321,1
nm0925220,nm0001696,1
nm0925220,nm0907708,1
nm0925220,nm0002364,1
nm0925220,nm0270451,1
nm0925220,nm0415382,1
nm0925220,nm0000579,1
nm0925220,nm0000620,1
nm0925220,nm0879085,1
nm0925220,nm1388074,1
nm0925220,nm0000518,1
nm0925220,nm0829032,1
nm0925220,nm0012078,1
nm0925220,nm0001194,1
nm0925220,nm0000185,1
nm0925220,nm6218423,1
nm0925220,nm0568180,1
nm0925220,nm1597316,1
nm0925220,nm0001092,1
nm0925220,nm1365912,1
nm0925220,nm0005026,1
nm0925220,nm1634832,1
nm0925220,nm2828257,1
nm0925220,nm0412495,1
nm0925220,nm8513222,1
nm0925220,nm2172012,1
nm0925220,nm0622913,1
nm0925220,nm0750448,1
nm0925220,nm0001601,1
nm0925220,nm2817420,1
nm0925220,nm14932157,1
nm0001696,nm0907708,1
nm0001696,nm0002364,1
nm0001696,nm6845061,1
nm0001696,nm0451391,1
nm0001696,nm3591549,1
nm0001696,nm0804673,1
nm0001696,nm5582078,1
nm0001696,nm0399427,1
nm0907708,nm0002364,1
nm0002364,nm2415426,1
nm0002364,nm4071639,1
nm0002364,nm2878490,1
nm0746125,nm0000228,1
nm0746125,nm0098378,1
nm0746125,nm0005188,1
nm0746125,nm0614220,1
nm0746125,nm0000230,1
nm0746125,nm0000612,1
nm0746125,nm0000155,1
nm0746125,nm6403233,1
nm0746125,nm6917958,1
nm0000228,nm0098378,2
nm0000228,nm0005188,1
nm0000228,nm0004950,1
nm0000228,nm0000123,1
nm0000228,nm0005377,1
nm0000228,nm0000313,1
nm0000228,nm0385644,1
nm0000228,nm0731075,1
nm0000228,nm0836343,1
nm0000228,nm1683094,1
nm0000228,nm0704270,1
nm0000228,nm0001804,1
nm0000228,nm0000360,1
nm0000228,nm0079273,1
nm0000228,nm5473782,1
nm0000228,nm0916617,1
nm0000228,nm1069800,1
nm0000228,nm3675884,1
nm0000228,nm2064412,1
nm0000228,nm4116102,1
nm0000228,nm5052065,1
nm0098378,nm0005188,2
nm0098378,nm0470981,1
nm0098378,nm0000104,1
nm0098378,nm0396812,1
nm0098378,nm0001691,1
nm0098378,nm0000202,1
nm0098378,nm0604742,1
nm0098378,nm0836343,1
nm0098378,nm4420495,1
nm0098378,nm1683094,1
nm0098378,nm0386472,2
nm0098378,nm0714698,1
nm0098378,nm0000213,1
nm0098378,nm0005048,1
nm0098378,nm0002907,1
nm0098378,nm1176985,1
nm0098378,nm0000249,1
nm0098378,nm0000154,1
nm0098378,nm0953882,1
nm0098378,nm0417520,1
nm0098378,nm2230865,1
nm0098378,nm5016878,1
nm0098378,nm3284401,1
nm0098378,nm0001272,1
nm0098378,nm0001826,1
nm0098378,nm5040514,1
nm0098378,nm10155944,1
nm0098378,nm12203727,1
nm0098378,nm2828232,1
nm0098378,nm7242309,1
nm0098378,nm3304510,1
nm0098378,nm0388382,1
nm0098378,nm0635139,1
nm0098378,nm3046705,1
nm0098378,nm0325221,1
nm0098378,nm0001954,1
nm0098378,nm11028721,1
nm0098378,nm0131076,1
nm0098378,nm0144307,1
nm0098378,nm7087538,1
nm0098378,nm6702727,1
nm0098378,nm1620741,1
nm0098378,nm0564901,1
nm0005188,nm0000681,1
nm0005188,nm0000139,1
nm0005188,nm0001449,1
nm0005188,nm0714310,1
nm0005188,nm0000215,1
nm0005188,nm0005460,1
nm0005188,nm0929489,1
nm0005188,nm0015196,1
nm0005188,nm0881631,1
